"";"CODIGO";"PRESTADOR";"ANOMES";"VA_FTT";"VA_ATE";"VA_FCR";"VA_FAC";"VA_FMA";"VR_FTT";"VR_ATE";"VR_FCR";"VR_FAC";"VR_FMA";"C_FTT";"C_ATE";"P_FCR";"P_FMA";"DIF";"ANO";"escala";"escala_geral"
"1";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201605";12027,46;64655,03;12027,46;0;0;0;0;0;0;0;1;4;1;0;12027,46;"2016";0,0803337992419888;0,991588595252916
"2";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201606";98794,74;188824,99;46377,3;52417,44;52417,44;0;0;0;0;0;2;4;0,469430862412311;0,530569137587689;98794,74;"2016";0,659869732206508;0,976621667219045
"3";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201607";197698,46;159936,73;59352,96;138345,5;138285,52;0;0;0;0;0;3;3;0,30021963752272;0,699476971140797;197698,46;"2016";1,320467363524;1,09066044620791
"4";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201608";164044,74;105803,34;61597,47;102447,27;100138,76;0;0;0;0;0;3;3;0,375491893248147;0,610435665294724;164044,74;"2016";1,09568746932971;1,01746237360328
"5";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201609";156028,82;174831,43;109448,09;46580,73;44131,91;0;0;0;0;0;5;4;0,70146073013947;0,282844605246646;156028,82;"2016";1,04214754419008;0,962829922260581
"6";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201610";136463,55;138544,73;79545,99;56917,56;56843,6;0;0;0;0;0;3;3;0,582910161724504;0,416547862048144;136463,55;"2016";0,911467211659744;0,959092255038208
"7";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201611";103063;91489,4;46365,03;56697,97;56598,89;0;0;0;0;0;3;2;0,449870758662178;0,549167887602728;103063;"2016";0,688378290285488;0,992868569034968
"8";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201612";181593,89;180039,83;134069,67;47524,22;45124,37;0;0;0;0;0;3;3;0,738293948105853;0,248490574214804;181593,89;"2016";1,21290173509883;1,058394712252
"9";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201701";127291,19;150436,17;81347,35;45943,84;45943,84;0;0;0;0;0;2;3;0,639065044485797;0,360934955514203;127291,19;"2017";0,850203193586498;1,06331897391562
"10";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201702";106124,94;83357,31;38080,97;68043,97;68017,65;0;0;0;0;0;3;3;0,358831486736294;0,640920503700638;106124,94;"2017";0,708829596982913;0,897648677446489
"11";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201703";101403,82;91584,29;57764,98;43638,84;42567,67;0;0;0;0;0;3;4;0,569652898677782;0,419783692567006;101403,82;"2017";0,677296296828322;1,15786194312648
"12";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201704";86876,01;108191,19;47531,1;39344,91;28195,58;0;0;0;0;0;4;4;0,547114214844812;0,324549665667196;86876,01;"2017";0,580262162275744;0,989744941167643
"13";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201705";136609,55;208020,71;76209,82;60399,73;54800,74;0;0;0;0;0;3;4;0,557865976426977;0,401148675184129;136609,55;"2017";0,912442374719054;1,17597003493179
"14";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201706";175398,02;149947,13;39034,49;136363,53;130611,46;0;0;0;0;0;3;3;0,22254806525182;0,74465755086631;175398,02;"2017";1,17151828616535;1,12601109094359
"15";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201707";167515,21;165560,71;55429,2;112086,01;110867,96;0;0;0;0;0;5;2;0,330890550177503;0,661838169799626;167515,21;"2017";1,11886742920946;1,05715818999105
"16";593690;"HOSPITAL E CLINICA SÃO MATHEUS LTDA";"201708";225798,42;115508,83;115508,83;110289,59;110131,51;0;0;0;0;0;4;1;0,511557299648067;0,48774260687918;225798,42;"2017";1,50815258927806;1,09566979087969
"17";593691;"HTO HOSPITAL";"201401";12617,03;30946,76;2597,02;10020,01;5366,85;0;0;0;0;0;4;5;0,205834495122862;0,425365557504421;12617,03;"2014";0,203531287548004;0,996032344481874
"18";593691;"HTO HOSPITAL";"201402";39273,31;11780,84;8198,43;31074,88;21870,31;0;0;0;0;0;3;4;0,208753221971868;0,556874630633374;39273,31;"2014";0,633536367161837;0,81593002368105
"19";593691;"HTO HOSPITAL";"201403";12407,75;9070,15;2705,58;9702,17;3396,8;0;0;0;0;0;3;3;0,218055650702182;0,27376438113276;12407,75;"2014";0,200155292733215;0,726731651494837
"20";593691;"HTO HOSPITAL";"201404";4361,52;8969,19;2679,18;1682,34;1509,58;0;0;0;0;0;4;3;0,614276674186981;0,346113281608247;4361,52;"2014";0,0703577451481348;0,840785522304895
"21";593691;"HTO HOSPITAL";"201405";21242,38;14118,66;10017,65;11224,73;6182,83;0;0;0;0;0;5;4;0,471587929412806;0,291061076960303;21242,38;"2014";0,342670894179056;0,924222542243953
"22";593691;"HTO HOSPITAL";"201406";8280,1;25745,7;7553,41;726,69;726,69;0;0;0;0;0;2;3;0,912236567191217;0,0877634328087825;8280,1;"2014";0,133570215338018;0,792144320736214
"23";593691;"HTO HOSPITAL";"201407";18512,56;20957,16;8329,29;10183,27;9013,79;0;0;0;0;0;3;3;0,449926428327579;0,486901325370451;18512,56;"2014";0,298634874658274;0,990403635845825
"24";593691;"HTO HOSPITAL";"201408";22682,21;34212,38;3050,21;19632;8141,48;0;0;0;0;0;5;3;0,134475873382708;0,358936805540554;22682,21;"2014";0,365897473948641;1,03397070500308
"25";593691;"HTO HOSPITAL";"201409";28370,43;27742,39;11497,41;16873,02;12386,63;0;0;0;0;0;3;5;0,405260336202165;0,436603534031737;28370,43;"2014";0,457656845247299;0,992466397535389
"26";593691;"HTO HOSPITAL";"201410";35585,58;40127,8;11090,52;24495,06;5719,52;0;0;0;0;0;3;4;0,311657699551335;0,160725777126578;35585,58;"2014";0,574047847674335;1,07834676039591
"27";593691;"HTO HOSPITAL";"201411";25885,02;20281,25;2899,35;22985,67;22319,51;0;0;0;0;0;3;3;0,112008798911494;0,862255852999148;25885,02;"2014";0,417563519212195;1,01519651331312
"28";593691;"HTO HOSPITAL";"201412";29600,27;54742,99;2879,33;26720,94;17240,63;0;0;0;0;0;4;6;0,0972737748675941;0,582448403342267;29600,27;"2014";0,477495976855771;0,855064885256784
