"";"CODIGO";"PRESTADOR";"ANOMES";"VA_FTT";"VA_ATE";"VA_FCR";"VA_FAC";"VA_FMA";"VR_FTT";"VR_ATE";"VR_FCR";"VR_FAC";"VR_FMA";"C_FTT";"C_ATE";"P_FCR";"P_FMA";"DIF";"ANO";"escala";"escala_geral"
"1";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201401";909,18;517,28;517,28;391,9;391,9;471,56;0;0;471,56;471,56;2;1;0,568952242680217;0,431047757319783;391,9;"2014";0,128228313988184;-0,856365442312537
"2";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201402";1119,96;1119,96;1119,96;0;0;0;0;0;0;0;1;1;1;0;0;"2014";0;-0,554142164648972
"3";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201403";2371,34;2425,88;2371,34;0;0;0;0;0;0;0;1;2;1;0;-54,54;"2014";-0,0178452978946556;0,347775295528623
"4";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201404";3898,74;5637,78;3844,2;54,54;54,54;0;0;0;0;0;2;2;0,986010865048708;0,013989134951292;-1739,04;"2014";-0,569007826379206;-0,0450446309079476
"5";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201405";3801,66;4491,6;2008,08;1793,58;1793,58;0;0;0;0;0;2;2;0,5282113603005;0,4717886396995;-689,940000000001;"2014";-0,225745963136023;-0,404822255918175
"6";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201406";3802,16;2507,22;1318,64;2483,52;2483,52;0;0;0;0;0;2;2;0,346813390283418;0,653186609716582;1294,94;"2014";0,423699854340032;1,08553053845347
"7";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201407";4097;5983,9;2908,42;1188,58;1188,58;0;0;0;0;0;2;2;0,709890163534293;0,290109836465707;-1886,9;"2014";-0,617387102996437;-0,432859719702898
"8";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201408";3649,6;5162,12;574,12;3075,48;3075,48;0;0;0;0;0;2;2;0,157310390179746;0,842689609820254;-1512,52;"2014";-0,49489127194031;-0,596812383867084
"9";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201409";4588;8566,8;0;4588;4588;0;0;0;0;0;1;2;0;1;-3978,8;"2014";-1,30184949144217;0,174261936656296
"10";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201410";9620,6;8475,2;1181,6;8439;8439;0;0;0;0;0;2;2;0,122819782549945;0,877180217450055;1145,4;"2014";0,374770887578631;-0,430534533649013
"11";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201411";8789,2;6051,2;1367,8;7421,4;7293,6;0;0;0;0;0;3;2;0,155622809812042;0,829836617667137;2738;"2014";0,895864056391035;0,500526300481196
"12";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201412";7664;3555,2;2980,6;4683,4;4683,4;0;0;0;0;0;2;2;0,388909185803758;0,611090814196242;4108,8;"2014";1,34438503831245;0,881897370145817
"13";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201501";10360,3;12765,7;9785,7;574,6;574,6;0;0;0;0;0;2;2;0,944538285570881;0,0554617144291188;-2405,4;"2015";-0,787038495705988;-0,796153354303687
"14";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201502";11512,4;8532,4;8532,4;2980;2980;0;0;0;0;0;2;1;0,741148674472742;0,258851325527258;2980;"2015";0,975045612872639;0,160893143565577
"15";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201503";14401,8;14569;14401,8;0;0;0;0;0;0;0;1;2;1;0;-167,200000000001;"2015";-0,0547072572054718;-0,688988712535087
"16";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201504";8757,6;9145,2;8590,4;167,2;167,2;0;0;0;0;0;2;2;0,980908011327304;0,0190919886726957;-387,599999999999;"2015";-0,12682136897632;0,0390651780058833
"17";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201505";7642,4;7283,4;7087,6;554,8;554,8;0;0;0;0;0;2;2;0,927405003663771;0,0725949963362294;359;"2015";0,117463548664858;-0,475336233142562
"18";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201506";12811,4;13034;12615,6;195,8;195,8;0;0;0;0;0;2;2;0,984716736656415;0,0152832633435846;-222,6;"2015";-0,0728339441024999;0,536942304245938
"19";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201507";20026;19607,6;19607,6;418,4;418,4;0;0;0;0;0;2;1;0,979107160691101;0,0208928393088984;418,400000000001;"2015";0,136899021619434;-0,794411720132426
"20";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201508";16463,8;16473,8;16463,8;0;0;0;0;0;0;0;1;2;1;0;-10;"2015";-0,00327196514386791;-0,4529554399699
"21";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201509";17700,6;23111,6;17690,6;10;10;0;0;0;0;0;2;2;0,999435047399523;0,00056495260047682;-5411;"2015";-1,77046033934693;-0,369728438855887
"22";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201510";19619,2;18188;14198,2;5421;5421;0;0;0;0;0;2;2;0,723689039308433;0,276310960691567;1431,2;"2015";0,468283651390376;-0,148952929168859
"23";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201511";17255;13762;13265,2;3989,8;3989,8;0;0;0;0;0;2;2;0,768774268328021;0,231225731671979;3493;"2015";1,14289742475306;0,355379797365706
"24";593674;"LIMPACLIN LAB IMUN PAT CLIN LTDA";"201512";10937,6;10784,6;10440,8;496,8;496,8;0;0;0;0;0;2;2;0,954578700994734;0,0454212990052662;153;"2015";0,0500610667011791;1,63189809011806
