"";"CODIGO";"NOME";"ITEM_MEDICO";"ITEM";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ITS"
"1";594481;"HOSPITAL PORTUGUES";71001111;"Uti  Adulto";33;145;0;136300;70;429;0;403260;165;1108;0;1041520;173;1062;11280;998280;115;688;0;646720;129;699;0;655954,72;147;707;2820;662093,02;165;950;0;890961,4;114;616;17860;577836,73;141;817;15040;767980;119;644;6580;605360;139;663;0;622764,9;127;687;19740;645780;117;636;15980;597840;154;720;0;676800;111;689;62040;647660;90;711;940;668340;62;582;0;547080;74;557;4700;523580;71;484;0;454960;806;5066;103400;4762040;"X"
"2";594481;"HOSPITAL PORTUGUES";72001031;"Emergência Geral Nível 3 - Alta  Complexidade";1047;1153;0;397208,5;1053;1147;0;395141,5;1557;1712;0;589784;1102;1214;0;418223;1202;1305;0;449572,5;1155;1259;0;433725,5;1114;1198;0;412711;1315;1451;0;499869,5;1284;1402;0;482734,07;1206;1299;0;446995,64;1175;1295;0;446127,5;1025;1104;0;380328;1390;1535;3789,5;528807,5;1299;1428;0;491946;1219;1290;-344,5;444405;1307;1373;1722,5;472998,5;1873;2044;0;704158;1318;1431;0;492979,5;1267;1373;0;472998,5;1364;1484;0;511238;11037;11958;5167,5;4119531;"X"
"3";594481;"HOSPITAL PORTUGUES";71001131;"Uti - Neonatal";7;47;0;55887,7;2;4;-8323,7;4756,4;29;286;0;340082,6;44;533;0;633790,3;28;280;0;332948;35;391;0;464938,1;38;398;21403,8;473261,8;33;280;43996,7;332948;23;279;0;331758,9;24;255;0;303220,5;19;213;0;253278,3;33;320;0;380512;30;341;20214,7;405483,1;36;326;0;387646,6;47;488;0;580280,8;31;293;0;348406,3;37;412;0;489909,2;22;225;0;267547,5;21;215;0;255656,5;21;172;0;204525,2;245;2472;20214,7;2939455,2;"X"
"4";594481;"HOSPITAL PORTUGUES";40010;"Plantão De 12 Horas Por Paciente Em Uti";72;713;0;55614;128;1758;0;137592;266;4022;0;314340;270;4105;3744;320190;197;2652;0;206856;207;2635;0;205334,18;258;3131;2964;243986,74;264;3732;936;290816,93;198;2463;3900;191968,89;254;3326;5070;259428;207;2540;1092;198042,38;233;2832;2340;220782,72;211;2626;13806;235560;191;2549;2886;296868;259;3117;0;354822;208;2670;21294;306852;260;4032;1872;484380;191;3091;9984;365430;198;3107;14196;375726;200;2766;2340;343902;1718;23958;66378;2763540;"X"
"5";594481;"HOSPITAL PORTUGUES";71001121;"Uco Ou Uie - Unidade Intensiva Especializada";27;103;0;87138;22;92;0;77832;65;300;0;253800;46;261;0;220806;37;155;0;131130;34;174;0;147204;57;265;6768;224190;59;307;0;259722;34;180;0;152280;62;250;7614;211500;42;166;0;140436;44;272;11844;230112;49;242;12690;204732;35;218;0;184428;59;315;0;266490;54;247;0;208962;125;702;0;593892;90;444;0;375624;93;524;10152;443304;88;491;1692;415386;593;3183;24534;2692818;"X"
"6";594481;"HOSPITAL PORTUGUES";84508197;"Parto Cesarea Feto Único Ou Múltiplo - Hospital";9;9;0;31922,1;NA;NA;NA;NA;186;184;0;652629,6;130;129;0;455650,42;115;113;0;400052,02;117;114;0;403204,76;107;104;7093,8;367123,14;143;142;3546,9;501032,75;66;66;0;243239,45;71;70;3546,9;268786,27;64;64;0;244825,76;86;75;0;285479,96;94;83;41524,3;318345,99;72;71;0;272935,95;107;107;0;406590,95;77;77;0;296678,65;114;114;0;436483,94;80;80;0;306360,32;86;85;0;326520,47;75;75;0;285734,39;705;692;41524,3;2649650,66;"X"
"7";594481;"HOSPITAL PORTUGUES";71001151;"Semi - Intensiva";24;123;0;80934;58;356;0;234248;98;609;0;400722;101;737;7238;484946;74;506;0;332948;73;474;0;311892;89;613;6580;403354;92;640;3948;420834,57;73;443;3290;291494;95;623;4606;409934;71;511;0;336238;84;497;0;327026;71;407;37506;267806;73;447;0;294126;92;550;0;361900;79;430;27636;282940;95;638;3948;419804;72;544;21056;357952;82;510;19082;335580;73;440;4606;289520;637;3966;113834;2609628;"X"
"8";594481;"HOSPITAL PORTUGUES";71001041;"Apartamento Adulto";53;260;3120;62400;118;727;6720;174480;224;1370;0;328800;231;1547;6480;371280;191;1124;0;269701,93;223;1358;0;325920;240;1336;17280;320640;240;1454;10320;348829,25;174;981;480;235440;223;1380;14880;331200;215;1182;3360;283680;211;1342;960;322080;219;1273;37560;305520;190;1076;1200;258240;241;1267;240;304080;181;1220;12000;292680;231;1636;240;392640;183;1118;4080;268320;185;1198;10560;287144;183;907;2160;217176;1613;9695;68040;2325800;"X"
"9";594481;"HOSPITAL PORTUGUES";35030046;"MEGAVOLTAGEM - ACELARADOR LINEAR FÓTONS OU ELETRONS 10 MEV";24;1370;0;85488;60;3541;0;220958,4;79;4031;0;256776;44;1699;0;110635,2;50;2947;0;185640;64;4586;0;287164,8;59;2369;2121,6;147825,6;52;2866;0;180336;67;5098;624;318364,8;54;3111;0;194126,4;63;3013;0;188011,2;54;2996;0;186950,4;73;4880;873,6;304512;63;3354;624;209289,6;55;3196;0;199430,4;45;2751;686,4;171662,4;53;4548;0;283795,2;57;4323;0;269755,2;43;3664;0;228633,6;47;2927;0;182644,8;436;29643;2184;1849723,2;"X"
"10";594481;"HOSPITAL PORTUGUES";71006291;"Respirador Qualquer Tipo Com Oxigenio  Por Hora";15;1367;0;43744;21;1918;0;61376;49;5192;0;166144;57;6777;5376;216864;42;4474;0;143168;43;4452;0;142464;52;7017;64;224544;56;6459;0;206688;36;2366;96;75712;43;4697;1952;150304;46;5108;0;163456;45;5709;0;182688;37;5038;672;161216;46;5596;448;179072;60;7490;0;239680;57;6087;6272;194784;55;8828;0;282496;40;7035;0;225120;49;8784;0;281088;46;7380;128;236160;390;56238;7520;1799616;"X"
