"";"CODIGO";"NOME";"TRATAMENTO";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_TTM"
"1";594481;"HOSPITAL PORTUGUES";"INTERNAÇÃO - CLÍNICA";161;71673;59039,24;1307261,31;291;210310;79401,29;3521408,83;504;486104;7036,14;8125794,79;493;497753;203231,13;8378413,41;426;361630;0;5813026,32;451;363874;-235,3;6252840,36;515;429908;164956,16;7568478,83;539;454226;54025;8190598,01;408;295386;120195,89;5054761,98;499;396709;151848,73;6837007,72;444;306128;75652,88;6019975,15;504;374802;3074,4;7201422,95;532;346136;456880,49;7186499,22;511;329716;167574,04;6441616,51;521;384173;-981,76;7325558,58;419;349542;452904,59;6776784,2;507;473099;3452,45;9303210,2;418;373219;116525,9;7018613,19;381;424422;107522,1;7727343,05;403;356965;12105,1;6901335,84;3692;3037272;1315982,91;58680960,79;"X"
"2";594481;"HOSPITAL PORTUGUES";"INTERNAÇÃO - CIRÚRGICA";76;20566;89423;655425,5;181;34264;111493,33;1259791,7;359;41582;30852,53;2336289,85;259;36618;165983,3;1896447,02;312;32906;0;1846783,66;264;43401;-583,44;1962095,14;265;23841;377835,29;1603344,9;324;39124;141809,61;2326384,29;230;55892;19084,92;2432353,9;265;46039;95716,87;2401021,52;248;29765;81718,57;2161136,97;248;19639;54984,55;1568659,26;248;9209;461743,72;1037393,82;230;9690;443436,69;1465362,85;243;30882;11341,07;1979508,18;209;16757;246503,67;1994541,28;288;43325;85837,96;2238059,36;202;23547;50334,38;1604432,78;225;20677;201690,27;1721581,18;160;10742;136884,29;1302094,06;1805;164829;1637772,05;13342973,51;"X"
"3";594481;"HOSPITAL PORTUGUES";"PRONTO SOCORRO";2100;3375;0;693523,44;2031;3104;0;649986,79;2932;5366;0;1008872,91;2138;3830;0;740851,66;2338;4147;0;804785,71;2198;3776;0;756790,91;2150;3581;29,48;715520,54;2472;4357;0;847127,52;2429;4194;1292,96;857086,92;2211;3947;0;791854,13;2237;3899;0;789163,84;2006;3164;0;644407,25;2718;4365;18587,52;900582,39;2270;3906;3622,52;813842,48;2361;3980;-469;772137,7;2498;4027;3655,31;810712,34;3347;6105;0;1193600,34;2411;4451;0;851078,84;2249;4008;0;789233,83;2468;4325;0;868411,86;20322;35167;25396,35;6999599,78;"X"
"4";594481;"HOSPITAL PORTUGUES";"AMBULATORIAL";217;2903;8406,96;207583,08;381;7479;6027,76;658584,61;558;8164;2700;798188,04;395;4499;2700;397570,52;448;7018;0;704248,86;451;9427;0;892603,24;409;5492;299,6;587742,43;546;8266;2700;801736,04;559;10186;1092,81;918282,33;459;6295;0;689853,57;518;6782;5298,23;692490,35;424;6398;4229,63;611354,39;545;9455;18366,8;837561,03;530;7508;8926,86;728743,35;457;7094;0;714244,64;521;7012;1124,94;680333,8;594;9410;0;894052,81;448;8288;0;788490,49;353;6681;0;612295,23;369;6207;0;615481,08;3817;61655;28418,6;5871202,43;"X"
"5";594481;"HOSPITAL PORTUGUES";"INTERNAÇÃO -  PEDIATRICA";29;4529;2747,88;110850,67;12;276;-8026,98;9422,92;42;16643;2373;541745,37;73;36191;0;1191654,74;64;20462;0;604932,63;60;38440;0;981767,23;54;27717;30653,98;864645,68;62;18588;68587,41;632266,77;29;18862;1674,42;603455,64;33;16950;0;540040,07;31;15991;0;504760,17;49;28126;0;793724,54;53;25549;36265;741093,5;71;20461;10111,89;704026,65;68;41771;0;1247926,97;51;23723;384,46;739269,28;60;33146;0;979185,79;47;13570;0;471198,64;44;18130;0;505528,12;30;17206;0;446375,23;424;193556;46761,35;5834604,18;""
"6";594481;"HOSPITAL PORTUGUES";"INTERNAÇÃO - OBSTÉTRICA";23;2092;192;97892,4;3;0;1259,23;0;307;4917;0;1186765,6;220;19382;0;1050199,74;186;9629;0;922646,28;182;7036;0;803471,68;176;5210;58226,43;720089,83;216;7309;4914,26;961295,71;127;5007;0;548104,08;123;5882;10147,75;562522,35;125;7293;0;526283,09;154;4874;0;586800,78;172;5258;83251,9;619130,15;143;6525;53,36;595069,08;185;10885;0;873570,41;139;4881;6403,81;592607,77;197;9478;0;943905,78;140;4979;0;662599,48;151;6141;0;718362,2;134;8642;0;613370,25;1261;56789;89709,07;5618615,12;""
"7";594481;"HOSPITAL PORTUGUES";"AMBULATORIAL - ONCOLOGIA";108;16744;1266,9;531231,75;122;14325;0;557438,98;116;14343;0;483275,35;80;5510;0;175956,81;113;14900;0;700890,82;105;16317;0;631412,2;61;7231;0;305634,51;117;18436;0;716508,86;113;19163;80,24;681390,72;95;13525;0;488750,7;93;12668;0;370702,8;93;11490;0;331726,23;94;12186;73219,01;411268,55;109;19306;771,85;613260,76;100;14272;0;482226,3;99;15867;0;525019,51;119;15928;0;511860,3;100;13811;0;508556,36;87;8675;0;278878,82;101;10104;0;339563,26;809;110149;73990,86;3670633,86;""
"8";594481;"HOSPITAL PORTUGUES";"SADT";762;3538;338,54;210810,56;997;9433;2700;324248,47;1321;11411;5400;478391,12;930;6553;2856;285551,55;1162;9663;0;367919,5;1075;7855;-71,72;311739,54;900;6904;16524,3;272302,41;1180;7700;13733,13;314362,09;1221;9150;8226,51;373652,86;1148;7289;5400;324288,32;917;5866;0;276101,67;848;6444;0;226498,13;1121;8201;3921,34;389916,33;1017;7584;12158,19;329966,88;1013;7774;0;356625,32;956;7149;9578,4;320186,16;1131;8454;3192,8;380564,4;990;7576;0;353640,7;661;5588;12771,2;219202,6;915;6741;12771,2;244253,53;7804;59067;54393,13;2594355,92;""
"9";594481;"HOSPITAL PORTUGUES";"HOSPITAL DIA";34;312;1318,27;27305,47;65;813;8960,85;61169,74;172;1849;0;180516,66;135;1780;0;156207,76;199;1704;0;207131,43;132;1202;0;138675,26;129;1200;2220,99;131130,64;210;2307;6604,5;232496,33;154;1435;4934,02;246407,36;200;2739;5101,87;229647,76;193;4861;0;199152,69;215;1367;0;206120,84;218;2156;35306;203811,95;163;1015;6521,19;175101,64;175;2024;0;195916,53;183;1964;0;205789,8;221;3233;0;335905,15;169;2578;0;200862,46;186;2068;0;200493,88;140;1717;0;150103,45;1455;16755;41827,19;1667984,86;""
"10";594481;"HOSPITAL PORTUGUES";"INTERNAÇÃO - BARIÁTRICA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;0;34919,32;13;32;0;206904,92;17;67;0;279242,35;12;39;16958,16;192434,26;10;1093;0;186567,86;54;1237;16958,16;900068,71;""
"11";594481;"HOSPITAL PORTUGUES";"CONSULTA";501;506;0;32890;354;360;0;23400;775;803;0;52195;532;537;0;34905;652;662;0;43030;526;547;0;35555;497;506;0;32890;704;720;0;46800;797;830;0;53950;609;624;0;40560;513;523;0;33995;485;478;0;31070;619;631;715;41015;712;734;65;47710;607;611;0;39715;648;661;0;42965;782;811;0;52715;672;692;0;44980;715;732;0;47580;844;862;0;56030;5599;5734;780;372710;""
"12";594481;"HOSPITAL PORTUGUES";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
"13";594481;"HOSPITAL PORTUGUES";"TERCEIRIZADO AMBULATORIO";77;74;0;4810;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;""
