"";"CODIGO";"NOME";"ITEM_MEDICO";"ITEM";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ITS"
"1";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";72001023;"Emergência Geral Nível 2 - Média  Complexidade";899;971;0;217018,5;1035;1118;0;249873;1140;1249;0;279151,5;1092;1200;0;268200;1134;1243;0;277810,5;1099;1207;0;269764,5;1158;1249;0;279151,5;1212;1345;0;300607,5;1364;1507;0;336814,5;1163;1309;0;292561,5;1102;1236;0;276246;1150;1252;0;279822;957;1075;0;240262,5;833;901;0;201373,5;1464;1571;7822,5;351118,5;1253;1375;223,5;307312,5;1323;1453;0;324745,5;1381;1507;0;336814,5;1049;1127;0;251884,5;1835;2047;0;457504,5;10095;11056;8046;2471016;"X"
"2";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";71001113;"Uti Adulto";38;177;0;130980;37;165;0;122100;47;221;0;156896;43;265;0;195656;41;206;0;149554;41;229;0;169238;37;239;0;176416;49;199;0;147260;35;146;0;107374;42;159;0;117660;39;194;0;143560;51;233;0;172420;49;242;0;179080;42;188;0;139120;69;213;42180;157620;36;157;0;116180;52;370;0;273800;64;335;0;247900;52;277;0;204980;58;300;0;222000;422;2082;42180;1540680;"X"
"3";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";71001153;"Semi - Intensiva";28;86;0;44548;35;143;0;74074;35;136;0;67872;23;73;0;37814;25;113;0;58534;30;120;0;62160;27;162;0;83916;33;118;0;61124;30;108;0;55944;37;94;0;48692;36;128;0;66304;33;75;0;38850;37;162;0;83916;40;124;0;64232;49;143;18130;74074;35;109;0;56462;36;165;0;85470;41;163;0;84434;39;133;0;68894;41;163;0;84434;318;1162;18130;601916;"X"
"4";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";40010;"Plantão De 12 Horas Por Paciente Em Uti";52;502;0;47190;55;591;0;57018;59;684;0;65390;50;656;0;58968;49;621;0;54444;55;679;0;61152;50;783;0;71370;59;610;0;56862;48;493;0;46878;55;487;0;46800;52;637;0;57564;65;590;0;54522;61;791;0;66612;57;611;0;55302;88;693;16458;62634;56;521;0;49764;62;1044;0;94302;80;985;0;84864;67;805;0;71448;71;910;0;79092;542;6360;16458;564018;"X"
"5";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";71001013;"Enfermaria Adulto";58;329;0;49350;53;300;1050;44775;92;445;600;66675;89;514;0;76875;70;446;0;66450;61;374;0;55875;81;408;0;60900;92;592;0;88650;77;499;750;74625;78;492;0;73800;62;378;0;56700;75;346;0;51900;70;396;600;59325;77;429;1200;64350;87;419;10050;62850;79;432;0;64650;77;475;0;71250;90;438;150;65550;82;497;0;74475;95;459;0;68475;657;3545;12000;530925;"X"
"6";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";217950;"EQUIPO INFUSOMAT SPACE SET AIR IL";71;282;0;35782,98;68;295;0;37432,55;78;438;0;55577,82;63;541;0;68647,49;81;474;0;60145,86;85;520;0;65982,8;76;429;0;54363,92;76;369;0;46822,41;74;320;0;40604,8;73;284;0;36036,76;72;306;0;38828,34;88;505;0;64079,45;80;489;0;62049,21;72;400;0;50756;103;422;0;53547,58;75;312;0;39589,68;86;610;0;77402,9;107;519;0;65855,91;84;468;0;59384,52;97;506;0;64206,34;704;3726;0;472792,14;"X"
"7";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";72001003;"Atendimento Basico De Emergencia";455;485;0;55047,5;457;473;0;53685,5;591;626;0;71051;535;576;0;65376;471;503;0;57090,5;491;520;0;59020;459;483;0;54820,5;495;521;0;59133,5;525;551;0;62538,5;433;466;0;52891;426;453;0;51415,5;455;468;0;53118;428;455;0;51642,5;328;342;0;38817;560;573;1475,5;65035,5;493;520;0;59020;481;519;0;58906,5;496;532;0;60382;345;362;0;41087;632;683;0;77520,5;3763;3986;1475,5;452411;"X"
"8";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";71001023;"Enfermaria Pediátrica";34;141;0;29187;23;98;621;20286;36;142;621;29262;23;99;0;20493;48;223;0;45897;56;300;0;62100;50;263;0;54441;58;291;0;60105;55;258;621;53274;43;239;0;49473;61;304;0;62928;48;214;0;44298;36;172;0;35604;33;129;0;26703;59;256;4140;52992;47;240;0;49416;50;225;0;46311;55;269;0;55683;47;250;0;51750;65;315;0;65073;392;1856;4140;383532;"X"
"9";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";20110;"Clinica Geral - Visita Hospitalar";71;453;0;37960;60;361;0;29185;98;521;0;40755;89;587;0;45695;69;479;0;33995;72;438;0;35100;82;437;0;34060;90;580;65;43485;76;493;0;35620;84;573;11440;43940;71;443;0;34775;77;372;0;28470;69;451;-325;33865;89;566;0;46735;89;476;5785;36465;81;492;0;38415;88;550;0;42640;90;566;0;48750;78;566;0;44460;105;665;0;57720;689;4332;5460;349050;"X"
"10";594073;"CENTRO MEDICO HOSPITALAR  AGENOR PAIVA";71006293;"Respirador Qualquer Tipo Com Oxigenio  Por Hora";9;1688;0;47264;5;368;0;10304;12;1481;0;41468;18;3072;0;86016;20;2008;0;56224;17;1448;0;40544;7;335;0;9380;13;530;0;14840;8;500;0;14000;8;228;0;6384;8;776;0;21728;12;2261;0;63308;10;995;0;27860;13;1315;0;36820;17;1480;11844;41440;10;1109;0;31052;14;2818;0;78904;11;815;0;22820;18;959;0;26852;12;1275;0;35700;105;10766;11844;301448;"X"
