"";"CODIGO";"NOME";"TRATAMENTO";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_TTM"
"1";779689;"HBA - HOSPITAL DA BAHIA";"INTERNAÇÃO - CLÍNICA";389;422600;134653,52;5558710,56;371;490490;70058,58;5493456,18;385;618421;9710,41;6217125,05;417;480610;77730,93;5369204,78;413;602751;0;6399813,57;420;582805;-3765,12;6178767,82;427;581559;15706,28;7056076,23;418;499367;11305,05;6133049,57;416;476786;15446,58;5740350,78;408;520739;15109,77;6032974,75;364;436728;32401,75;5188815,88;434;389836;69077,88;5097693,98;435;424354;960534,02;5312505,68;394;427807;83258,24;5634599,39;482;539698;108007,79;6636564,7;325;294204;410410,47;4209798,6;438;510644;29020,03;6389037;432;466355;-21205,95;6264316,77;386;416252;96927,42;5414250,41;451;517805;0;6597095,18;3343;3597119;1666952,02;46458167,73;"X"
"2";779689;"HBA - HOSPITAL DA BAHIA";"INTERNAÇÃO - CIRÚRGICA";147;12829;91270,59;1068520,86;153;26307;53845,22;1148175,38;213;46344;72559,2;1994422,73;209;29201;14137,62;1784441,77;224;31420;0;1861854,93;195;32775;41140,43;1816032,64;197;36841;21627,1;1714765,31;231;57268;170719,96;2259650,3;181;56572;176372,73;1663156,45;212;50321;4738,92;1575668,09;184;31061;170855,8;1521551,38;206;57288;27744,69;1751553,05;182;27205;324765,56;1600116,47;207;42459;112313,89;2113748,18;197;35963;43956,34;1990097,26;175;20871;112249,75;1478439,22;236;31436;-13718,4;2258495,29;189;35612;21614,74;1684924,43;148;24102;33096,57;1446322,37;178;15844;36796,25;1101450,79;1512;233492;671074,7;13673594,01;"X"
"3";779689;"HBA - HOSPITAL DA BAHIA";"PRONTO SOCORRO";1644;2579;0;626227,72;1778;2672;231,65;603073,31;2147;3236;0;739734,87;1884;2736;0;613761,58;2475;3447;0;801627,13;2397;3700;0;846239,61;1926;2951;0;685227,56;2477;3806;0;895069,5;1738;2643;0;656035,54;2750;4150;0;949183,27;1355;1994;0;492063,53;2454;3817;-344,5;868284,93;2050;3147;2550,8;713818,14;1865;2776;0;655425,35;2864;4344;0;1067144,02;1811;2608;4044,27;637019,97;2245;3313;0;826419,12;2015;2942;-344,5;729113,76;2981;4423;344,5;1091493,77;2806;4142;0;983054,21;18637;27695;6595,07;6703488,34;""
"4";779689;"HBA - HOSPITAL DA BAHIA";"SADT";1021;2961;680,84;270632,6;460;1606;325,98;154370,69;976;2518;0;240210,37;955;2499;57,54;233374,87;1161;3105;0;292794,96;1406;3177;1032,52;289436,48;1043;2852;1070,84;274120,4;1142;3067;700,46;279976,77;1109;3162;0;276192,33;973;2671;0;243046,8;1012;3022;0;284513,75;877;2475;0;218024,42;772;2142;387,4;185843,81;897;2180;1503,92;192854,31;1072;2692;0;239165,99;841;2595;0;250596,65;1039;2472;0;193442,4;970;2749;-973,7;267691,54;980;2457;287,3;246298,03;1255;3717;0;352648,11;7826;21004;1204,92;1928540,84;""
"5";779689;"HBA - HOSPITAL DA BAHIA";"AMBULATORIAL";163;1893;0;124135,63;15;304;0;19011,2;222;1615;0;103943,16;101;1050;0;71182,91;97;1086;0;84640,35;311;2537;873,36;179901,05;491;5636;0;350931,63;218;2602;0;167934,96;225;2801;584,19;163659,2;209;2452;0;145458,76;213;1820;0;121438,95;327;2953;0;271193,32;133;1612;13540,8;126144,04;211;1996;571,5;140453,74;236;2154;0;191959,52;125;2474;0;199451,53;167;1202;0;104185,06;244;2920;261,96;240409,45;402;4024;0;310325,44;240;2956;0;221598,83;1758;19338;14374,26;1534527,61;""
"6";779689;"HBA - HOSPITAL DA BAHIA";"HOSPITAL DIA";89;5826;0;97242,81;121;7421;13806,62;122315,8;130;4774;0;149692,19;152;8035;-765,46;192884,16;168;12575;0;210350,67;151;4701;1264,41;177050,23;129;10236;0;150024,66;149;6232;0;185479,35;122;3032;0;130321,3;168;12977;0;213938,02;120;4059;0;159587,3;192;5855;0;231806,5;113;4289;25940,88;116218,22;108;4177;220;121728,97;184;8315;0;223235,49;122;1637;627,68;125809,33;144;6523;13195,48;155805,83;129;4165;80;147971,59;172;3310;1616,16;184605,69;162;3532;0;177769,24;1134;35948;41680,2;1253144,36;""
"7";779689;"HBA - HOSPITAL DA BAHIA";"INTERNAÇÃO - BARIÁTRICA";11;11;0;186539,76;2;2;0;33916,32;6;6;0;101748,96;7;351;0;121282,07;12;4668;0;279143,55;12;12;0;203497,92;11;11;0;186539,76;9;6126;0;209181,66;6;6;0;101748,96;10;10;0;169581,6;9;9;0;152623,44;14;499;0;205925,88;5;3;33916,32;50874,48;9;9;0;152623,44;4;1811;0;80283,28;9;9;0;152623,44;13;19;0;220683,58;8;8;0;135665,28;4;4;0;67832,64;3;6657;0;112303,6;55;8520;33916,32;972889,74;""
"8";779689;"HBA - HOSPITAL DA BAHIA";"CONSULTA";842;890;0;57850;174;177;0;11505;808;839;0;54535;670;684;0;44460;702;717;0;46605;1344;1475;0;95875;1841;2057;0;133705;1219;1282;0;83330;1175;1238;0;80470;1301;1382;0;89830;962;995;0;64675;1284;1327;130;86255;683;676;2080;43940;1392;1491;0;96915;1316;1382;0;89830;796;827;0;53755;1479;1575;0;102375;1282;1361;0;88465;1170;1240;0;80600;1233;1297;0;84305;9351;9849;2080;640185;""
"9";779689;"HBA - HOSPITAL DA BAHIA";"TERCEIRIZADO AMBULATORIO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;65;""
"10";779689;"HBA - HOSPITAL DA BAHIA";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;""
"11";779689;"HBA - HOSPITAL DA BAHIA";"INTERNAÇÃO -  PEDIATRICA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;9444,71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;""
