"";"CODIGO";"NOME";"ESPECIALIDADE";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ESP"
"1";594259;"COOPANEST";"OFTALMOLOGIA";441;490;0;240670,89;405;447;0;218022,38;756;889;-513,31;436946,49;463;519;513,31;250270,15;566;649;0;307854,22;632;760;0;377049,08;745;895;0;440169,78;1117;1349;0;647735,58;874;1030;0;490852,72;755;882;0;428616,97;862;1029;0;510683,79;663;755;-272,88;372466,74;622;739;0;362117;691;828;0;414053,06;632;740;0;367649,98;847;998;0;478898,6;682;795;0;394543,32;797;926;0;434517;787;950;0;449295,32;675;779;0;366208,38;5733;6755;0;3267282,66;"X"
"2";594259;"COOPANEST";"ENDOSCOPIA DIGESTIVA ";1203;1305;259,23;249559,63;818;870;0;167997,23;1469;1624;-160,52;304729,06;1333;1468;-866,78;281798,37;1359;1510;0;286043,1;1459;1598;-160,52;304661,06;1816;2068;0;388924,03;2003;2216;0;429768,24;1304;1452;80,26;276663,73;1503;1640;0;314164,09;1674;1856;0;356311,21;1372;1525;0;301887,37;1710;1901;0;373495,01;1243;1373;0;268124,93;1585;1812;0;347461,52;1640;1829;0;357302,4;1792;2049;-76,77;391414,52;1774;2004;0;386485,22;1523;1773;0;331359,5;1422;1605;0;309598,69;12689;14346;-76,77;2765241,79;"X"
"3";594259;"COOPANEST";"ANESTESIOLOGIA";3498;3766;0;267129,37;3245;3550;0;265456,95;2838;3334;0;270921,01;3282;3343;0;230605,46;2585;2643;0;182958,33;5355;5479;0;365862,65;5614;5778;0;391850,02;5746;5867;0;398427,09;3849;3910;1156,5;267822,63;4223;4306;0;294325,92;3956;4017;0;275306,07;3360;3423;0;232550,91;5103;5248;109,67;363831,02;4326;4360;174,67;292981,56;3800;3915;0;274763,07;4414;4512;0;308562,23;4337;4468;-65;311935,77;4923;4986;0;338068,71;4259;4404;0;302555;3806;3849;0;261830,76;34968;35742;219,34;2454528,12;"X"
"4";594259;"COOPANEST";"GINECOLOGIA E OBSTETRÍCIA";522;539;0;224178,98;445;459;-845,15;202264,85;574;591;0;258918,49;540;561;0;247790,53;469;487;0;209729,42;628;645;0;289811,78;503;516;0;226327,06;795;826;0;366217,86;592;618;0;261679,1;550;580;0;247364,37;497;521;0;216441,27;470;499;0;201746,95;549;565;0;243839,14;471;494;0;210336,37;633;662;0;282548,09;481;489;0;216082,88;610;640;0;272680,65;666;702;0;301481,99;535;563;0;247541,73;427;447;0;188871,32;4372;4562;0;1963382,17;"X"
"5";594259;"COOPANEST";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";414;464;-112,23;209715,48;373;429;0;194492,91;462;514;-1894,56;229867,63;412;444;-753,99;221827,74;410;439;0;233176,22;483;516;0;249998,48;443;485;0;240380,76;660;727;0;344345,23;468;501;0;251766,31;539;595;0;285538,38;417;452;0;215116,53;477;528;0;260993,33;447;500;0;231236,28;400;428;0;201779,62;497;563;0;250054,05;398;426;0;197594,17;564;595;0;299805,97;492;541;0;264794,73;355;390;0;199700,7;401;459;-540,33;204549,14;3554;3902;-540,33;1849514,66;"X"
"6";594259;"COOPANEST";"UROLOGIA";274;342;0;139069,33;301;371;0;139261,9;328;384;0;167249,69;315;372;-917,33;135871,91;290;335;0;137956,6;340;393;-1130,98;163938,63;329;382;0;169660,38;453;539;0;222829,17;355;432;0;160498,33;362;440;-626,07;174001,27;304;358;0;147038,36;301;352;0;145975,63;366;430;0;167588,36;387;470;236,25;173521,47;369;453;0;186978;416;483;0;186654,38;369;460;0;181731,65;415;508;0;196476,46;338;412;0;147990,17;345;431;0;164147,14;3005;3647;236,25;1405087,63;"X"
"7";594259;"COOPANEST";"CIRURGIA CARDÍACA-HEMODINÂMICA (CARDIOVASCULAR)";183;234;0;112240,31;157;182;0;94772,53;213;262;0;125705,9;168;226;0;107337,59;202;260;0;130382,76;201;236;0;141371,97;283;327;0;173656,48;295;344;0;174835,95;231;288;0;156543,56;230;271;0;143120,97;183;218;0;113835,18;249;310;0;182422,14;284;319;0;164491,38;195;248;0;126247,51;310;377;0;184982,94;219;274;0;146695,3;266;309;0;174093,61;221;280;0;140824,63;203;249;0;131112,35;265;320;0;174686,59;1963;2376;0;1243134,31;"X"
"8";594259;"COOPANEST";"ORTOPEDIA E TRAUMATOLOGIA";227;259;0;106311,89;193;230;0;89229,64;251;301;0;122437,61;226;250;-274,24;111409,53;206;249;0;105421,16;283;307;0;141790,22;248;296;0;122769,8;380;440;0;197356,89;291;341;0;145304,21;281;327;0;144660,55;240;270;0;119502,74;233;273;0;121006,98;310;373;0;154837,33;251;301;0;122640,79;276;305;0;137219,75;272;313;0;131270,93;276;315;0;143753,04;264;336;0;128847,88;285;320;0;141351,09;240;283;0;114379,9;2174;2546;0;1074300,71;"X"
"9";594259;"COOPANEST";"CIRURGIA PLASTICA REPARADORA";107;123;0;47711,76;128;174;104,19;63473,78;137;184;0;64431,33;122;171;270,89;68121,18;112;183;0;58953,18;107;142;0;47337,77;133;188;0;67058,35;200;279;0;108580,15;196;257;0;90000,46;157;196;0;75956,48;133;189;0;69991,29;149;189;0;71567,35;135;181;0;67716,74;121;150;570,3;61055,04;144;185;0;68818,45;141;186;0;65770,58;175;233;0;91530,52;157;205;0;82836,76;151;216;0;72739,69;158;183;0;75737,56;1182;1539;570,3;586205,34;""
"10";594259;"COOPANEST";"NEUROCIRURGIA";52;68;0;62495,09;48;68;0;65440,97;55;70;0;72224,98;46;61;0;74923,95;49;68;0;75292,46;57;79;0;77110,64;62;80;0;83674,15;76;103;0;115755,53;50;61;0;76321,33;43;68;0;52269,27;37;46;0;48202,59;41;60;0;56854,12;39;51;0;55718,4;46;61;0;67798,49;50;54;0;71561,38;51;67;0;68153,41;58;69;0;77723,54;50;65;0;78186,18;33;44;0;46191,06;46;62;0;56731,38;373;473;0;522063,84;""
