"";"CODIGO";"NOME";"ESPECIALIDADE";"ITEM";"GRUPO";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ESP";"MAIORES_ITS"
"1";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"Gastroplastia Para  Obesidade Mórbida Por Videolaparoscopia  Hm De Anestesiologia Exluso";"Pacote Misto";11;11;0;186539,76;2;2;0;33916,32;6;6;0;101748,96;7;7;0;118707,12;11;11;0;186539,76;12;12;0;203497,92;11;11;0;186539,76;9;9;0;152065,71;6;6;0;101748,96;10;10;0;169581,6;9;9;0;152623,44;14;12;0;203497,92;5;3;33916,32;50874,48;9;9;0;152623,44;3;3;0;50874,48;9;9;0;152623,44;13;13;0;220456,08;8;8;0;135665,28;4;4;0;67832,64;2;2;0;33916,32;53;51;33916,32;864866,16;"X";"X"
"2";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"Colecistectomia Sem Colangiografia Por Videolaparoscopia  - Hospital";"Pacote Misto";25;25;0;59924,21;16;16;0;38465,12;32;32;0;76920,39;20;20;0;48081,4;26;26;0;62505,82;17;17;0;40869,19;31;31;0;74526,17;24;24;0;57445,68;30;30;0;71937,46;29;29;0;69718,03;21;21;0;50485,47;30;29;0;69718,03;24;23;2404,07;54267,93;18;18;0;43273,26;24;24;0;57078,33;18;18;0;42653,91;22;22;0;52889,54;26;26;0;60647,77;19;19;0;45057,98;24;24;0;56458,98;175;174;2404,07;412327,7;"X";"X"
"3";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"Refluxo Gastroesofágico (Hérnia De Hiato)¿ Tratamento Cirúrgico Por Videolaparoscopia - Hospital";"Pacote Misto";5;5;0;37605,5;3;3;0;22563,3;3;3;0;22563,3;2;2;0;15042,2;5;5;0;37605,5;2;2;0;15042,2;2;2;0;15042,2;3;3;0;22563,3;NA;NA;NA;NA;1;1;0;7521,1;2;2;0;15042,2;1;1;0;7521,1;3;3;0;22563,3;5;5;0;37605,5;4;4;0;30084,4;4;4;0;30084,4;3;3;0;22563,3;6;6;0;45126,6;1;1;0;7521,1;3;3;0;22563,3;29;29;0;218111,9;"X";"X"
"4";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"Apendicectomia Por Videolaparoscopia - Hospital";"Pacote Misto";5;5;0;15870,65;5;5;0;15870,65;9;9;0;28567,17;5;5;0;15870,65;9;9;0;27565,79;7;7;0;22218,91;8;7;0;22218,91;5;5;0;15870,65;6;6;0;19044,78;10;10;0;31741,3;5;5;0;15870,65;16;16;0;49784,7;4;4;0;12696,52;6;6;0;19044,78;6;6;0;18043,4;2;2;0;6348,26;7;7;0;21217,53;13;13;0;39348,75;9;9;0;27565,79;8;8;0;25393,04;55;55;0;169658,07;"X";"X"
"5";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"Colecistectomia Sem Colangiografia Por Videolaparoscopia - Hm Cirurgia";"Pacote Misto";17;17;0;17637,84;14;14;0;14525,28;26;26;0;26975,52;11;11;0;11412,72;21;21;0;21787,92;10;10;0;10375,2;19;19;0;19712,88;18;18;0;18675,36;24;24;0;24900,48;20;20;0;20750,4;14;14;0;14525,28;23;22;0;22825,44;19;18;1037,52;18675,36;12;12;0;12450,24;21;21;0;21787,92;15;15;0;15562,8;19;19;0;19712,88;21;21;0;21787,92;17;17;0;16704,07;18;18;0;18675,36;142;141;1037,52;145356,55;"X";"X"
"6";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"Hérnia Inguinal Encarcerada Ou Não ¿ Tratamento Cirúrgico Aberto (Convencional) ¿ Unilateral - Hospital";"Pacote Misto";7;7;0;8416,8;6;6;0;7214,4;7;7;0;8416,8;4;4;0;4809,6;6;6;0;7214,4;2;2;0;2404,8;4;4;0;4809,6;11;11;0;13226,4;4;4;0;4809,6;7;7;0;8416,8;3;3;0;3607,2;5;5;0;6012;6;6;0;7046,4;4;4;0;4809,6;6;6;0;7214,4;5;5;0;6012;5;5;0;6012;8;8;0;9619,2;5;5;0;6012;13;13;0;15631,2;52;52;0;62356,8;"X";"X"
"7";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"Apendicectomia Por Videolaparoscopia - Hm Cirurgia";"Pacote Misto";5;5;0;5187,6;5;5;0;5187,6;9;9;0;9337,68;5;5;0;5187,6;9;9;0;9337,68;7;7;0;7262,64;8;7;0;7262,64;5;5;0;5187,6;6;6;0;6225,12;10;10;0;10375,2;5;5;0;5187,6;16;16;0;16600,32;4;4;0;4150,08;6;6;0;6225,12;6;6;0;6225,12;2;2;0;2075,04;7;7;0;7262,64;13;13;0;13487,76;9;9;0;9337,68;8;8;0;8300,16;55;55;0;57063,6;"X";"X"
"8";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"Colectomia Parcial - Hospital";"Pacote Misto";1;1;0;7176,8;2;2;0;16514,12;NA;NA;NA;NA;1;1;0;6096,53;1;1;0;6096,53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;6096,93;NA;NA;NA;NA;2;2;0;16514,12;1;1;0;8257,06;NA;NA;NA;NA;1;1;0;6096,53;1;1;0;8257,06;1;1;0;8257,06;NA;NA;NA;NA;1;1;0;8257,06;3;3;0;22610,65;NA;NA;NA;NA;7;7;0;53478,36;"X";"X"
"9";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"ZOLAPIN - 25 mg. 3 bl. x 10 cprs.";"Medicamento Comum";26;103;65;9555;17;42;130;3965;26;77;0;6435;19;72;0;6760;23;99;0;7735;24;94;260;7995;19;30;0;2925;31;61;0;5330;29;105;0;7800;27;123;0;12740;15;65;520;5135;27;90;0;9425;25;67;715;7410;18;39;0;3315;26;78;0;9035;12;52;325;6435;23;57;0;5590;19;72;0;6500;15;32;0;3640;19;50;0;4095;157;447;1040;46020;"X";"X"
"10";779689;"HBA - HOSPITAL DA BAHIA";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";"Hérnia Incisional ¿ Tratamento Cirúrgico Aberto (Convencional) - Hospital";"Pacote Misto";NA;NA;NA;NA;1;1;0;1811,98;4;4;0;7247,92;1;1;0;1811,98;2;2;0;3623,96;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;3623,96;1;1;0;1811,98;2;2;0;3623,96;2;2;0;3623,96;2;2;0;3623,96;2;2;0;3623,96;5;5;0;9059,9;1;1;0;1811,98;2;2;0;3623,96;5;5;0;9059,9;2;2;0;3623,96;1;1;0;1811,98;4;4;0;7247,92;22;22;0;39863,56;"X";"X"
