"";"CODIGO";"NOME";"ESPECIALIDADE";"ITEM";"GRUPO";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ESP";"MAIORES_ITS"
"1";594259;"COOPANEST";"ANESTESIOLOGIA";"NEOSAC - 300 mg cx. 5 envs. al. x 4 cprs.";"Medicamento Comum";3365;3385;0;220025;3108;3113;0;202345;2688;2690;0;174850;3218;3229;0;209885;2517;2531;0;164515;5335;5399;0;350935;5546;5635;0;366275;5675;5715;0;371475;3767;3784;0;245960;4153;4185;0;272025;3902;3918;0;254670;3305;3321;0;215865;5019;5064;0;329160;4279;4285;65;278525;3712;3722;0;241930;4349;4373;0;284245;4249;4262;-65;277030;4858;4874;0;316810;4190;4206;0;273390;3755;3763;0;244595;34411;34549;0;2245685;"X";"X"
"2";594259;"COOPANEST";"ANESTESIOLOGIA";"Anestesia Eventual Para Procedimentos Intervencionistas - Sem Porte Na Tabela";"Honorários";26;26;0;5835,7;45;46;0;10714,08;27;37;0;8705,83;35;36;0;8505;26;33;0;7796,25;24;45;0;10631,55;38;44;0;10395,44;48;48;0;11340,48;29;29;0;6851,54;52;55;0;12876,17;57;66;0;15593,16;33;33;0;7796,58;93;96;0;22680,96;36;36;0;8505,36;64;73;0;17246,98;52;54;0;12758,04;79;80;0;18900,8;55;56;0;13112,43;45;46;0;10867,96;49;50;0;11812,99;473;491;0;115885,52;"X";""
"3";594259;"COOPANEST";"ANESTESIOLOGIA";"Anestesia Eventual Para Procedimentos Diagnósticos - Sem Porte Na Tabela";"Honorários";44;45;0;6910,23;27;26;0;4053,11;43;44;0;7022,73;40;44;0;7062,88;37;39;0;6260,28;9;9;0;1444,68;81;85;0;13644,2;74;78;0;12520,56;83;86;0;13804,72;42;42;0;6741,82;27;28;0;4494,56;26;26;0;4173,52;42;46;0;7383,92;31;33;0;5297,16;37;37;0;5939,24;36;38;0;6099,76;40;43;0;6902,36;29;30;0;4815,6;31;32;0;5136,64;28;29;0;4655,08;274;288;0;46229,76;"X";""
"4";594259;"COOPANEST";"ANESTESIOLOGIA";"Analgesia Por Dia Subseqüente";"Honorários";16;73;0;7622,31;7;13;0;1425,71;8;53;0;5664,55;2;5;0;548,35;9;32;0;3509,44;4;25;0;2741,75;4;4;0;438,68;5;19;0;2083,73;5;6;0;658,02;10;14;0;1535,38;1;1;0;109,67;9;37;0;4057,79;14;40;0;4386,8;3;2;109,67;219,34;17;80;0;8773,6;14;44;0;4825,48;18;83;0;9102,61;12;24;0;2632,08;22;116;0;12721,72;2;5;0;548,35;102;394;109,67;43209,98;"X";""
"5";594259;"COOPANEST";"ANESTESIOLOGIA";"Anestesia Geral Ou Condutiva P/ Realização De Bloqueio Neurolítico  ";"Honorários";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;349,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;174,65;1;1;0;349,3;NA;NA;NA;NA;1;1;0;349,3;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;873,25;"X";""
"6";594259;"COOPANEST";"ANESTESIOLOGIA";"Bloqueio Neurolítico Do Plexo Celíaco, Simpático Lombar Ou Torácico";"Honorários";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;349,3;1;1;0;174,65;NA;NA;NA;NA;1;1;0;349,3;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;873,25;"X";""
"7";594259;"COOPANEST";"ANESTESIOLOGIA";"Bloqueio Ou Analgesia Por Via Venosa";"Pacote Misto";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;8;0;877,36;1;1;0;109,67;9;10;0;1096,7;5;6;0;658,02;5;5;0;548,35;8;8;0;877,36;4;4;0;438,68;6;6;0;658,02;2;2;0;219,34;1;1;0;109,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;329,01;1;1;0;109,67;7;7;0;767,69;"X";""
"8";594259;"COOPANEST";"ANESTESIOLOGIA";"Bloqueio Neurolítico Peridural Ou Subaracnóideo";"Honorários";1;1;0;331,84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;349,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;349,3;"X";""
"9";594259;"COOPANEST";"ANESTESIOLOGIA";"Bloqueio De Nervo Periférico";"Honorários";83;190;0;19389,75;72;173;0;18972,91;58;127;0;13873,26;1;1;0;109,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;1156,5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;109,67;0;1;1;0;109,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;109,67;3;2;109,67;219,34;"X";""
"10";594259;"COOPANEST";"ANESTESIOLOGIA";"Bloqueios De Nervos/Pontos De Gatilhos (Qualquer Tipo - Único Ou Múltiplo)";"Pacote Misto";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;109,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;54,84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;109,67;NA;NA;NA;NA;2;2;0;164,51;"X";""
