"";"CODIGO";"NOME";"ESPECIALIDADE";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR";"C_TOTAL_2017_BN";"C_TOTAL_2017_QUANTIDADE";"C_TOTAL_2017_REVISAO";"C_TOTAL_2017_VALOR";"MAIORES_ESP"
"1";594481;"HOSPITAL PORTUGUES";"Sem procedimento na especialidade";571;50980;0;1237046,75;767;113260;0;2596669,86;1258;239482;0;4322768,95;1151;251097;0;4149065,39;1198;189057;0;3673629,48;1134;201141;0;3913859,11;1054;209087;0;3582008,11;1242;227038;0;4237617,61;1090;170336;0;3346347,07;1063;203484;0;3709798,67;1037;157274;0;3356850;998;179726;0;3494463,07;1018;167483;0;3531100,86;1024;162688;0;3598808,23;1171;194786;0;3958611,98;1011;172143;0;4219492,99;1282;241259;0;5032678,63;1046;180154;0;3638255,72;922;200229;0;3929348,28;908;169930;0;3624180,37;8382;1488672;0;31532477,06;"X"
"2";594481;"HOSPITAL PORTUGUES";"Outros";2571;58152;146724,51;1164026,5;2753;129548;151704,87;1837019,4;3893;275354;40205,89;3986252,37;3046;287528;340645,31;4275203,1;3309;215376;0;3042080,06;3158;228921;0;3302691,55;3040;237181;495379,68;3524824,98;3420;258174;199723,83;3877587,16;3274;190685;126466,83;2870018,99;2951;227410;168408,3;3422500,84;2993;179771;42540,58;2949367,49;2757;216129;33501,89;3185588,29;3551;191236;659768,31;3330323,28;3149;185137;550704,62;3117769,5;3164;241456;9671,19;3736354,3;3227;199191;600858,54;3213477,5;4157;276690;35128,99;4603935,2;3167;207519;148095,78;3355535,88;2953;232556;216560,06;3429865,8;3080;194687;106289,76;3125908,9;26448;1728472;2327077,25;27913170,36;"X"
"3";594481;"HOSPITAL PORTUGUES";"CONSULTAS";736;2595;2873;216253,52;622;5504;2097,4;473837,04;1303;12672;0;1112633,56;1122;14199;14073,8;1250113,44;1148;9758;0;870922,32;1033;10249;0;939094,53;1050;11247;30671,4;1046367,73;1284;12681;25576,8;1159209,91;1212;8941;9283,2;812812,14;1128;11203;28462,6;1002602,8;956;8843;5647,2;801508,3;993;10193;8248,2;925935,2;1124;10537;56781,2;987612,32;1146;9813;9714,12;970678,16;1168;11476;0;1169867,48;1083;10031;57313,52;1023021,72;1332;14095;2470;1476043,04;1102;10961;17342;1125001,55;1117;11392;29947,2;1150399,48;1247;10013;6233,8;1030871,32;9319;88318;179801,84;8933495,07;"X"
"4";594481;"HOSPITAL PORTUGUES";"GINECOLOGIA E OBSTETRÍCIA";33;61;0;103832,76;45;91;0;123641,91;411;821;0;1365754,83;295;733;0;1029607,96;280;578;0;949052,5;246;585;-583,44;853488,71;239;523;9682,92;787761,89;313;675;4841,46;1076709,09;189;424;0;641199,49;201;441;9292,78;673458,97;194;449;6511,02;599703,05;241;458;0;689770,04;229;472;105038,42;686565,73;214;488;8731,4;678872,94;269;586;0;914800,71;193;406;1372,87;661867,16;276;688;331,24;998429,5;209;475;0;752707,33;228;488;0;849115,79;174;395;0;587910,14;1792;3998;115473,93;6130269,3;"X"
"5";594481;"HOSPITAL PORTUGUES";"CIRURGIA CARDÍACA-HEMODINÂMICA (CARDIOVASCULAR)";5;14;0;138635,48;19;36;0;212516,61;39;94;0;521044,54;35;71;4508,86;493396,05;20;36;0;158077,61;24;62;0;469143,34;50;105;0;768933,18;39;100;0;760221,62;24;59;0;348449,66;37;86;33066,16;430036,52;35;93;0;691740,86;55;120;0;922198,57;36;72;94174,96;475857,7;31;77;25368,47;503245,32;50;119;0;946479,33;29;61;0;491868,88;42;91;0;536057,99;30;60;0;429964,22;36;72;78;548956,3;22;53;0;400569,97;276;605;119621,43;4332999,71;"X"
"6";594481;"HOSPITAL PORTUGUES";"CIRURGIA  APARELHO DIGESTIVO (INCLUINDO PROCTOLOGIA), ANEXOS E PAREDE ABDOMINAL";59;130;910,57;98533,14;92;303;2567,17;200784,61;204;591;0;510621,98;163;533;0;452639,65;192;524;0;420827,2;203;613;0;484777,25;182;501;16627,31;388098,87;223;631;16687,74;542035,31;140;441;65;503889,01;208;626;0;603565,06;166;449;10224,58;430333,3;167;405;0;373689,87;163;520;52980,16;370692,32;167;422;1531,95;430750,63;162;441;0;404700,36;171;429;1365;422915,74;221;688;0;759935,59;172;441;0;727381,47;154;375;17088,16;528780,39;149;404;18590,77;566454,38;1359;3720;91556,04;4211610,88;"X"
"7";594481;"HOSPITAL PORTUGUES";"RADIOTERAPIA";24;1385;0;87971;65;4110;0;317145,4;95;4516;0;334308;68;2006;0;158306,2;66;3456;0;264316;82;5073;0;365840,8;75;2622;5410,6;192805,6;76;3658;78;313001;79;5720;689;422624,8;64;3568;0;265314,4;73;3550;0;286668,2;68;3460;0;269058,4;84;5487;6047,6;410085;80;3826;624;282687,6;73;3794;0;287700,4;66;3271;686,4;250208,4;61;4916;0;341177,2;62;4893;0;356998,2;46;3931;0;273327,6;53;3379;0;260605,8;525;33497;7358;2462790,2;"X"
"8";594481;"HOSPITAL PORTUGUES";"PATOLOGIA CLÍNICA";372;9952;400,4;57335,08;670;23090;495,88;161015,53;1050;47533;0;308534,67;856;47564;2430,12;285426,27;852;36156;0;237166,17;825;36811;-71,72;236159,84;859;42239;3220,58;268545,2;959;48202;1720,4;302740,41;801;35665;3514,5;238641,52;833;44470;3581,16;271556,97;707;36062;1213,52;231753,81;799;38819;1493,36;253590,27;833;39229;14651,56;257755,43;774;36578;2623,06;241598,37;856;42418;0;272349,31;750;38317;12031,36;243346,85;895;54730;432,52;337686,73;758;40630;916,96;254485,07;675;40736;2728,44;251061,58;743;38468;665,72;244395,29;6284;331106;34049,62;2102678,63;""
"9";594481;"HOSPITAL PORTUGUES";"TOMOGRAFIA COMPUTADORIZADA";425;482;8628,82;146129,55;445;552;9315,35;158944,89;739;943;8100;268100,14;588;748;5775,6;222482,12;641;792;0;229271,92;587;742;0;217908,75;581;738;20515,1;223679,84;604;775;17382,88;221502,24;629;793;8797,83;241975,77;574;718;5587,8;219698,77;512;658;0;202564,55;427;567;233,13;155648,4;618;787;6060,85;248103,99;608;745;6268,4;225989,39;622;802;0;243699,87;543;688;13499,63;221286,41;798;983;3192,8;301017,42;592;746;0;222318,65;486;611;12771,2;186923,16;505;625;12771,2;203943,08;4772;5987;54564,08;1853281,97;""
"10";594481;"HOSPITAL PORTUGUES";"NEFROLOGIA";46;166;338,54;51818,3;55;594;0;189402,06;73;1011;0;301610,29;80;470;0;126621,99;68;752;0;228931,71;66;940;0;294463,17;77;815;0;246186,45;76;888;0;260733,73;64;752;0;228191,72;65;790;0;240102,39;66;674;0;206642,92;70;691;0;201046,22;66;791;494,54;237654,08;69;627;1354,16;190206,52;68;744;0;232045,8;57;613;1430,54;189949,76;67;848;0;258647,86;61;755;0;235405,77;62;613;0;188462,9;64;691;0;215729,72;514;5682;3279,24;1748102,41;""
